name,ingredients,calories,isVegan,price
Chicken Caesar Wrap,Grilled chicken-romaine lettuce-Caesar dressing-wrap,410,FALSE,1.50
Egg Salad,Ground beef-tomatoes-beans-onions-chili powder,420,FALSE,1.48
Chicken Caesar Wrap,Grilled chicken-lettuce-tomato-cucumber-dressing,960,FALSE,5.09
Vegan Lentil Soup,Grilled chicken-romaine lettuce-Caesar dressing-wrap,530,FALSE,0.65
Vegetable Stir Fry,Broccoli-carrots-bell peppers-tofu-soy sauce-ginger,340,FALSE,9.07
Vegetable Stir Fry,Grilled chicken-romaine lettuce-Caesar dressing-wrap,120,FALSE,5.54
Vegan Buddha Bowl,Roast beef-whole grain bread-lettuce-tomato-mustard,690,FALSE,1.37
Vegan Quinoa Salad,Grilled chicken-romaine lettuce-Caesar dressing-wrap,150,FALSE,9.22
Beef Chili,Quinoa-spinach-cucumber-tomato-chickpeas-olive oil,770,FALSE,4.05
Vegan Buddha Bowl,Lentils-carrots-celery-onions-garlic-tomato,120,FALSE,3.48
Egg Salad,Lentils-carrots-celery-onions-garlic-tomato,950,FALSE,9.94
Egg Salad,Lentils-carrots-celery-onions-garlic-tomato,620,FALSE,6.60
Egg Salad,Quinoa-spinach-cucumber-tomato-chickpeas-olive oil,260,FALSE,5.79
Chicken Caesar Wrap,Quinoa-spinach-cucumber-tomato-chickpeas-olive oil,990,FALSE,7.00
Vegan Lentil Soup,Quinoa-avocado-chickpeas-kale-sweet potatoes-tahini,380,FALSE,2.06
Roast Beef Sandwich,Broccoli-carrots-bell peppers-tofu-soy sauce-ginger,120,FALSE,4.65
Vegetable Stir Fry,Lentils-carrots-celery-onions-garlic-tomato,440,FALSE,4.57
Egg Salad,Grilled chicken-lettuce-tomato-cucumber-dressing,420,FALSE,5.97
Grilled Chicken Salad,Lentils-carrots-celery-onions-garlic-tomato,860,FALSE,1.20
Chicken Caesar Wrap,Ground beef-tomatoes-beans-onions-chili powder,890,FALSE,6.06
Vegan Buddha Bowl,Lentils-carrots-celery-onions-garlic-tomato,710,FALSE,0.21
Vegan Lentil Soup,Roast beef-whole grain bread-lettuce-tomato-mustard,350,FALSE,3.68
Roast Beef Sandwich,Roast beef-whole grain bread-lettuce-tomato-mustard,150,FALSE,5.88
Beef Chili,Hard-boiled eggs-mayo-mustard-celery-lettuce,290,FALSE,8.04
Vegetable Stir Fry,Broccoli-carrots-bell peppers-tofu-soy sauce-ginger,900,FALSE,1.80
Beef Chili,Roast beef-whole grain bread-lettuce-tomato-mustard,110,FALSE,0.99
Vegetable Stir Fry,Roast beef-whole grain bread-lettuce-tomato-mustard,410,FALSE,3.60
Vegan Lentil Soup,Broccoli-carrots-bell peppers-tofu-soy sauce-ginger,210,FALSE,6.88
Beef Chili,Ground beef-tomatoes-beans-onions-chili powder,980,FALSE,8.00
Roast Beef Sandwich,Ground beef-tomatoes-beans-onions-chili powder,900,FALSE,1.92
Grilled Chicken Salad,Grilled chicken-romaine lettuce-Caesar dressing-wrap,780,FALSE,6.46
Vegan Buddha Bowl,Grilled chicken-romaine lettuce-Caesar dressing-wrap,480,FALSE,3.42
Roast Beef Sandwich,Lentils-carrots-celery-onions-garlic-tomato,280,FALSE,2.41
Vegan Buddha Bowl,Broccoli-carrots-bell peppers-tofu-soy sauce-ginger,130,FALSE,2.45
Vegan Buddha Bowl,Grilled chicken-romaine lettuce-Caesar dressing-wrap,810,FALSE,6.28
Chicken Caesar Wrap,Hard-boiled eggs-mayo-mustard-celery-lettuce,370,FALSE,3.16
Vegetable Stir Fry,Broccoli-carrots-bell peppers-tofu-soy sauce-ginger,970,FALSE,0.55
Vegan Quinoa Salad,Ground beef-tomatoes-beans-onions-chili powder,540,FALSE,3.58
Vegan Quinoa Salad,Hard-boiled eggs-mayo-mustard-celery-lettuce,790,FALSE,5.92
Egg Salad,Quinoa-spinach-cucumber-tomato-chickpeas-olive oil,100,FALSE,1.20
Vegan Buddha Bowl,Ground beef-tomatoes-beans-onions-chili powder,160,FALSE,3.23
Chicken Caesar Wrap,Quinoa-avocado-chickpeas-kale-sweet potatoes-tahini,550,FALSE,7.10
Vegan Quinoa Salad,Grilled chicken-romaine lettuce-Caesar dressing-wrap,230,FALSE,3.98
Vegan Lentil Soup,Hard-boiled eggs-mayo-mustard-celery-lettuce,190,FALSE,3.99
Grilled Chicken Salad,Ground beef-tomatoes-beans-onions-chili powder,400,FALSE,6.19
Roast Beef Sandwich,Ground beef-tomatoes-beans-onions-chili powder,750,FALSE,9.96
Chicken Caesar Wrap,Grilled chicken-romaine lettuce-Caesar dressing-wrap,410,FALSE,1.91
Vegan Lentil Soup,Lentils-carrots-celery-onions-garlic-tomato,120,FALSE,4.42
Vegetable Stir Fry,Quinoa-spinach-cucumber-tomato-chickpeas-olive oil,1000,FALSE,7.33
Grilled Chicken Salad,Hard-boiled eggs-mayo-mustard-celery-lettuce,710,FALSE,8.53
Vegetable Stir Fry,Grilled chicken-lettuce-tomato-cucumber-dressing,550,FALSE,6.45
Grilled Chicken Salad,Lentils-carrots-celery-onions-garlic-tomato,180,FALSE,6.57
Grilled Chicken Salad,Grilled chicken-romaine lettuce-Caesar dressing-wrap,210,FALSE,1.02
Chicken Caesar Wrap,Roast beef-whole grain bread-lettuce-tomato-mustard,560,FALSE,9.68
Beef Chili,Grilled chicken-lettuce-tomato-cucumber-dressing,980,FALSE,5.01
Vegetable Stir Fry,Broccoli-carrots-bell peppers-tofu-soy sauce-ginger,890,FALSE,9.49
Vegan Quinoa Salad,Quinoa-spinach-cucumber-tomato-chickpeas-olive oil,860,FALSE,3.55
Vegan Buddha Bowl,Hard-boiled eggs-mayo-mustard-celery-lettuce,730,FALSE,9.20
Vegan Buddha Bowl,Hard-boiled eggs-mayo-mustard-celery-lettuce,610,FALSE,8.69
Vegan Quinoa Salad,Grilled chicken-lettuce-tomato-cucumber-dressing,610,FALSE,6.78
Vegan Buddha Bowl,Hard-boiled eggs-mayo-mustard-celery-lettuce,540,FALSE,5.13
Vegetable Stir Fry,Quinoa-avocado-chickpeas-kale-sweet potatoes-tahini,1000,FALSE,1.68
Vegan Lentil Soup,Quinoa-avocado-chickpeas-kale-sweet potatoes-tahini,520,FALSE,5.63
Vegan Buddha Bowl,Quinoa-avocado-chickpeas-kale-sweet potatoes-tahini,830,FALSE,0.44
Vegan Quinoa Salad,Grilled chicken-lettuce-tomato-cucumber-dressing,490,FALSE,1.46
Vegan Quinoa Salad,Quinoa-avocado-chickpeas-kale-sweet potatoes-tahini,750,FALSE,7.85
Vegan Buddha Bowl,Quinoa-spinach-cucumber-tomato-chickpeas-olive oil,780,FALSE,7.30
Vegetable Stir Fry,Lentils-carrots-celery-onions-garlic-tomato,740,FALSE,2.58
Chicken Caesar Wrap,Quinoa-spinach-cucumber-tomato-chickpeas-olive oil,540,FALSE,2.47
Vegan Quinoa Salad,Ground beef-tomatoes-beans-onions-chili powder,860,FALSE,6.98
Grilled Chicken Salad,Hard-boiled eggs-mayo-mustard-celery-lettuce,570,FALSE,1.74
Egg Salad,Grilled chicken-romaine lettuce-Caesar dressing-wrap,870,FALSE,8.56
Vegan Quinoa Salad,Hard-boiled eggs-mayo-mustard-celery-lettuce,770,FALSE,6.39
Roast Beef Sandwich,Roast beef-whole grain bread-lettuce-tomato-mustard,160,FALSE,2.09
Chicken Caesar Wrap,Grilled chicken-lettuce-tomato-cucumber-dressing,940,FALSE,0.60
Vegan Quinoa Salad,Broccoli-carrots-bell peppers-tofu-soy sauce-ginger,700,FALSE,8.44
Grilled Chicken Salad,Grilled chicken-romaine lettuce-Caesar dressing-wrap,450,FALSE,5.28
Roast Beef Sandwich,Grilled chicken-romaine lettuce-Caesar dressing-wrap,940,FALSE,5.25
Roast Beef Sandwich,Grilled chicken-lettuce-tomato-cucumber-dressing,740,FALSE,1.43
Vegan Lentil Soup,Broccoli-carrots-bell peppers-tofu-soy sauce-ginger,130,FALSE,1.62
Vegan Buddha Bowl,Ground beef-tomatoes-beans-onions-chili powder,530,FALSE,1.57
Chicken Caesar Wrap,Grilled chicken-romaine lettuce-Caesar dressing-wrap,130,FALSE,8.68
Egg Salad,Lentils-carrots-celery-onions-garlic-tomato,770,FALSE,2.69
Vegan Quinoa Salad,Grilled chicken-lettuce-tomato-cucumber-dressing,570,FALSE,1.09
Egg Salad,Quinoa-avocado-chickpeas-kale-sweet potatoes-tahini,740,FALSE,6.37
Egg Salad,Lentils-carrots-celery-onions-garlic-tomato,680,FALSE,4.98
Vegan Lentil Soup,Roast beef-whole grain bread-lettuce-tomato-mustard,370,FALSE,6.62
Roast Beef Sandwich,Quinoa-spinach-cucumber-tomato-chickpeas-olive oil,940,FALSE,9.54
Egg Salad,Quinoa-spinach-cucumber-tomato-chickpeas-olive oil,430,FALSE,6.98
Beef Chili,Grilled chicken-lettuce-tomato-cucumber-dressing,200,FALSE,6.31
Roast Beef Sandwich,Quinoa-avocado-chickpeas-kale-sweet potatoes-tahini,450,FALSE,4.16
Roast Beef Sandwich,Quinoa-spinach-cucumber-tomato-chickpeas-olive oil,450,FALSE,9.81
Vegan Quinoa Salad,Grilled chicken-romaine lettuce-Caesar dressing-wrap,890,FALSE,5.02
Chicken Caesar Wrap,Grilled chicken-lettuce-tomato-cucumber-dressing,430,FALSE,8.22
Beef Chili,Hard-boiled eggs-mayo-mustard-celery-lettuce,550,FALSE,7.10
Beef Chili,Hard-boiled eggs-mayo-mustard-celery-lettuce,930,FALSE,5.55
Vegetable Stir Fry,Quinoa-spinach-cucumber-tomato-chickpeas-olive oil,330,FALSE,6.89
Beef Chili,Broccoli-carrots-bell peppers-tofu-soy sauce-ginger,920,FALSE,8.26
Roast Beef Sandwich,Grilled chicken-romaine lettuce-Caesar dressing-wrap,890,FALSE,4.70
Vegan Quinoa Salad,Quinoa-spinach-cucumber-tomato-chickpeas-olive oil,170,FALSE,6.57
Grilled Chicken Salad,Quinoa-avocado-chickpeas-kale-sweet potatoes-tahini,580,FALSE,4.86
Vegan Lentil Soup,Grilled chicken-romaine lettuce-Caesar dressing-wrap,960,FALSE,3.64
Roast Beef Sandwich,Quinoa-spinach-cucumber-tomato-chickpeas-olive oil,720,FALSE,6.12
Vegan Buddha Bowl,Roast beef-whole grain bread-lettuce-tomato-mustard,690,FALSE,4.89
Vegan Quinoa Salad,Broccoli-carrots-bell peppers-tofu-soy sauce-ginger,890,FALSE,0.84
Vegan Quinoa Salad,Grilled chicken-romaine lettuce-Caesar dressing-wrap,200,FALSE,4.83
Egg Salad,Ground beef-tomatoes-beans-onions-chili powder,500,FALSE,5.23
Vegan Lentil Soup,Broccoli-carrots-bell peppers-tofu-soy sauce-ginger,130,FALSE,4.18
Vegan Buddha Bowl,Grilled chicken-lettuce-tomato-cucumber-dressing,700,FALSE,4.61
Roast Beef Sandwich,Hard-boiled eggs-mayo-mustard-celery-lettuce,170,FALSE,3.97
Beef Chili,Roast beef-whole grain bread-lettuce-tomato-mustard,150,FALSE,1.58
Chicken Caesar Wrap,Quinoa-spinach-cucumber-tomato-chickpeas-olive oil,770,FALSE,5.02
Vegan Buddha Bowl,Grilled chicken-lettuce-tomato-cucumber-dressing,870,FALSE,4.91
Grilled Chicken Salad,Quinoa-avocado-chickpeas-kale-sweet potatoes-tahini,250,FALSE,8.00
Egg Salad,Hard-boiled eggs-mayo-mustard-celery-lettuce,640,FALSE,9.73
Vegan Quinoa Salad,Roast beef-whole grain bread-lettuce-tomato-mustard,540,FALSE,2.92
Grilled Chicken Salad,Hard-boiled eggs-mayo-mustard-celery-lettuce,950,FALSE,4.88
Egg Salad,Quinoa-avocado-chickpeas-kale-sweet potatoes-tahini,920,FALSE,6.47
Grilled Chicken Salad,Ground beef-tomatoes-beans-onions-chili powder,670,FALSE,9.26
Vegan Buddha Bowl,Broccoli-carrots-bell peppers-tofu-soy sauce-ginger,450,FALSE,4.36
Beef Chili,Quinoa-spinach-cucumber-tomato-chickpeas-olive oil,520,FALSE,3.01
Vegan Buddha Bowl,Grilled chicken-romaine lettuce-Caesar dressing-wrap,510,FALSE,3.01
Vegan Quinoa Salad,Ground beef-tomatoes-beans-onions-chili powder,790,FALSE,9.63
Vegan Quinoa Salad,Roast beef-whole grain bread-lettuce-tomato-mustard,160,FALSE,8.52
Vegetable Stir Fry,Grilled chicken-lettuce-tomato-cucumber-dressing,300,FALSE,6.93
Chicken Caesar Wrap,Grilled chicken-lettuce-tomato-cucumber-dressing,440,FALSE,7.64
Chicken Caesar Wrap,Grilled chicken-lettuce-tomato-cucumber-dressing,390,FALSE,7.05
Egg Salad,Ground beef-tomatoes-beans-onions-chili powder,890,FALSE,8.56
Chicken Caesar Wrap,Grilled chicken-lettuce-tomato-cucumber-dressing,170,FALSE,0.23
Beef Chili,Grilled chicken-romaine lettuce-Caesar dressing-wrap,310,FALSE,4.51
Beef Chili,Hard-boiled eggs-mayo-mustard-celery-lettuce,820,FALSE,5.68
